data_dia,num_internacoes
2015-01-03,72
2015-01-04,60
2015-01-05,96
2015-01-06,99
2015-01-07,126
2015-01-08,111
2015-01-09,120
2015-01-10,60
2015-01-11,87
2015-01-12,120
2015-01-13,123
2015-01-14,129
2015-01-15,111
2015-01-16,132
2015-01-17,96
2015-01-18,81
2015-01-19,129
2015-01-20,96
2015-01-21,123
2015-01-22,69
2015-01-23,93
2015-01-24,69
2015-01-25,75
2015-01-26,159
2015-01-27,132
2015-01-28,120
2015-01-29,84
2015-01-30,66
2015-01-31,84
2015-02-01,81
2015-02-02,111
2015-02-03,78
2015-02-04,96
2015-02-05,75
2015-02-06,114
2015-02-07,75
2015-02-08,60
2015-02-09,84
2015-02-10,105
2015-02-11,117
2015-02-12,105
2015-02-13,102
2015-02-14,147
2015-02-15,72
2015-02-16,87
2015-02-17,108
2015-02-18,87
2015-02-19,90
2015-02-20,111
2015-02-21,96
2015-02-22,90
2015-02-23,102
2015-02-24,126
2015-02-25,108
2015-02-26,108
2015-02-27,87
2015-02-28,60
2015-03-01,108
2015-03-02,120
2015-03-03,114
2015-03-04,126
2015-03-05,108
2015-03-06,111
2015-03-07,93
2015-03-08,93
2015-03-09,117
2015-03-10,132
2015-03-11,135
2015-03-12,138
2015-03-13,108
2015-03-14,90
2015-03-15,111
2015-03-16,120
2015-03-17,120
2015-03-18,150
2015-03-19,111
2015-03-20,144
2015-03-21,117
2015-03-22,81
2015-03-23,177
2015-03-24,114
2015-03-25,147
2015-03-26,135
2015-03-27,108
2015-03-28,147
2015-03-29,111
2015-03-30,162
2015-03-31,117
2015-04-01,165
2015-04-02,120
2015-04-03,144
2015-04-04,120
2015-04-05,138
2015-04-06,237
2015-04-07,135
2015-04-08,213
2015-04-09,189
2015-04-10,207
2015-04-11,156
2015-04-12,177
2015-04-13,225
2015-04-14,279
2015-04-15,204
2015-04-16,219
2015-04-17,237
2015-04-18,240
2015-04-19,174
2015-04-20,258
2015-04-21,216
2015-04-22,255
2015-04-23,165
2015-04-24,222
2015-04-25,201
2015-04-26,231
2015-04-27,219
2015-04-28,255
2015-04-29,168
2015-04-30,180
2015-05-01,267
2015-05-02,183
2015-05-03,177
2015-05-04,258
2015-05-05,273
2015-05-06,246
2015-05-07,189
2015-05-08,261
2015-05-09,150
2015-05-10,183
2015-05-11,249
2015-05-12,252
2015-05-13,249
2015-05-14,168
2015-05-15,294
2015-05-16,201
2015-05-17,237
2015-05-18,243
2015-05-19,327
2015-05-20,270
2015-05-21,234
2015-05-22,318
2015-05-23,198
2015-05-24,171
2015-05-25,276
2015-05-26,273
2015-05-27,267
2015-05-28,210
2015-05-29,216
2015-05-30,111
2015-05-31,186
2015-06-01,252
2015-06-02,237
2015-06-03,231
2015-06-04,180
2015-06-05,159
2015-06-06,183
2015-06-07,126
2015-06-08,300
2015-06-09,210
2015-06-10,180
2015-06-11,216
2015-06-12,189
2015-06-13,159
2015-06-14,153
2015-06-15,198
2015-06-16,182
2015-06-17,189
2015-06-18,165
2015-06-19,141
2015-06-20,99
2015-06-21,138
2015-06-22,177
2015-06-23,192
2015-06-24,138
2015-06-25,156
2015-06-26,144
2015-06-27,117
2015-06-28,108
2015-06-29,210
2015-06-30,150
2015-07-01,189
2015-07-02,119
2015-07-03,204
2015-07-04,138
2015-07-05,96
2015-07-06,156
2015-07-07,180
2015-07-08,177
2015-07-09,159
2015-07-10,159
2015-07-11,126
2015-07-12,132
2015-07-13,219
2015-07-14,183
2015-07-15,210
2015-07-16,171
2015-07-17,195
2015-07-18,138
2015-07-19,102
2015-07-20,165
2015-07-21,174
2015-07-22,180
2015-07-23,156
2015-07-24,114
2015-07-25,105
2015-07-26,90
2015-07-27,153
2015-07-28,147
2015-07-29,138
2015-07-30,81
2015-07-31,111
2015-08-01,108
2015-08-02,105
2015-08-03,138
2015-08-04,159
2015-08-05,168
2015-08-06,93
2015-08-07,135
2015-08-08,61
2015-08-09,93
2015-08-10,129
2015-08-11,177
2015-08-12,147
2015-08-13,114
2015-08-14,138
2015-08-15,93
2015-08-16,60
2015-08-17,131
2015-08-18,162
2015-08-19,114
2015-08-20,139
2015-08-21,123
2015-08-22,99
2015-08-23,77
2015-08-24,122
2015-08-25,129
2015-08-26,114
2015-08-27,111
2015-08-28,120
2015-08-29,120
2015-08-30,87
2015-08-31,108
2015-09-01,90
2015-09-02,120
2015-09-03,105
2015-09-04,114
2015-09-05,99
2015-09-06,72
2015-09-07,90
2015-09-08,120
2015-09-09,163
2015-09-10,87
2015-09-11,102
2015-09-12,123
2015-09-13,45
2015-09-14,96
2015-09-15,108
2015-09-16,149
2015-09-17,101
2015-09-18,103
2015-09-19,111
2015-09-20,112
2015-09-21,127
2015-09-22,132
2015-09-23,141
2015-09-24,100
2015-09-25,108
2015-09-26,120
2015-09-27,101
2015-09-28,137
2015-09-29,96
2015-09-30,119
2015-10-01,129
2015-10-02,122
2015-10-03,83
2015-10-04,112
2015-10-05,100
2015-10-06,135
2015-10-07,161
2015-10-08,135
2015-10-09,91
2015-10-10,91
2015-10-11,74
2015-10-12,71
2015-10-13,125
2015-10-14,131
2015-10-15,127
2015-10-16,133
2015-10-17,88
2015-10-18,73
2015-10-19,139
2015-10-20,92
2015-10-21,125
2015-10-22,122
2015-10-23,128
2015-10-24,96
2015-10-25,72
2015-10-26,143
2015-10-27,121
2015-10-28,126
2015-10-29,129
2015-10-30,72
2015-10-31,57
2015-11-01,95
2015-11-02,102
2015-11-03,125
2015-11-04,100
2015-11-05,128
2015-11-06,125
2015-11-07,93
2015-11-08,95
2015-11-09,131
2015-11-10,122
2015-11-11,138
2015-11-12,94
2015-11-13,91
2015-11-14,69
2015-11-15,79
2015-11-16,180
2015-11-17,109
2015-11-18,148
2015-11-19,112
2015-11-20,78
2015-11-21,89
2015-11-22,84
2015-11-23,111
2015-11-24,121
2015-11-25,120
2015-11-26,92
2015-11-27,74
2015-11-28,68
2015-11-29,42
2015-11-30,86
2015-12-01,83
2015-12-02,88
2015-12-03,91
2015-12-04,70
2015-12-05,68
2015-12-06,62
2015-12-07,79
2015-12-08,74
2015-12-09,104
2015-12-10,97
2015-12-11,60
2015-12-12,47
2015-12-13,65
2015-12-14,72
2015-12-15,69
2015-12-16,51
2015-12-17,75
2015-12-18,80
2015-12-19,53
2015-12-20,54
2015-12-21,70
2015-12-22,43
2015-12-23,78
2015-12-24,74
2015-12-25,66
2015-12-26,50
2015-12-27,52
2015-12-28,51
2015-12-29,53
2015-12-30,77
2015-12-31,48
2016-01-01,62
2016-01-02,50
2016-01-03,78
2016-01-04,67
2016-01-05,74
2016-01-06,38
2016-01-07,58
2016-01-08,58
2016-01-09,46
2016-01-10,46
2016-01-11,56
2016-01-12,48
2016-01-13,40
2016-01-14,74
2016-01-15,68
2016-01-16,34
2016-01-17,50
2016-01-18,58
2016-01-19,48
2016-01-20,30
2016-01-21,42
2016-01-22,22
2016-01-23,38
2016-01-24,42
2016-01-25,68
2016-01-26,68
2016-01-27,52
2016-01-28,56
2016-01-29,52
2016-01-30,40
2016-01-31,30
2016-02-01,64
2016-02-02,57
2016-02-03,88
2016-02-04,56
2016-02-05,64
2016-02-06,36
2016-02-07,40
2016-02-08,46
2016-02-09,40
2016-02-10,82
2016-02-11,74
2016-02-12,68
2016-02-13,46
2016-02-14,54
2016-02-15,66
2016-02-16,74
2016-02-17,60
2016-02-18,80
2016-02-19,76
2016-02-20,66
2016-02-21,60
2016-02-22,56
2016-02-23,54
2016-02-24,62
2016-02-25,92
2016-02-26,76
2016-02-27,68
2016-02-28,60
2016-02-29,82
2016-03-01,74
2016-03-02,72
2016-03-03,90
2016-03-04,64
2016-03-05,44
2016-03-06,62
2016-03-07,94
2016-03-08,60
2016-03-09,70
2016-03-10,90
2016-03-11,82
2016-03-12,60
2016-03-13,64
2016-03-14,68
2016-03-15,76
2016-03-16,74
2016-03-17,78
2016-03-18,76
2016-03-19,68
2016-03-20,70
2016-03-21,86
2016-03-22,78
2016-03-23,84
2016-03-24,68
2016-03-25,70
2016-03-26,60
2016-03-27,58
2016-03-28,120
2016-03-29,76
