data_formatada,descricao_aqi,aqi_final
2013-07-12,Unhealthy for Sensitive Groups,4.546403669569095
2013-07-13,Unhealthy for Sensitive Groups,4.536766088766107
2013-07-14,Moderate,4.41398338705182
2013-07-15,Moderate,4.06205140865996
2013-07-16,Moderate,4.006549313589206
2013-07-17,Moderate,4.345702079330778
2013-07-18,Unhealthy for Sensitive Groups,4.826635090258448
2013-07-19,Unhealthy for Sensitive Groups,4.743024935786306
2013-07-20,Moderate,4.288202308948182
2013-07-21,Moderate,4.319102215041336
2013-07-22,Moderate,4.118938587772526
2013-07-23,Good,3.7335841403429733
2013-07-24,Moderate,3.884162597328935
2013-07-25,Moderate,3.9483277726714823
2013-07-26,Moderate,4.1496327855611534
2013-07-27,Moderate,3.9459624930283113
2013-07-28,Moderate,4.348586723393229
2013-07-29,Moderate,4.349665059683461
2013-07-30,Moderate,4.5095978268865595
2013-07-31,Unhealthy for Sensitive Groups,4.601785084603994
2013-08-01,Unhealthy,4.925051084035056
2013-08-02,Unhealthy,5.071916232940437
2013-08-03,Unhealthy,5.036751096048208
2013-08-04,Unhealthy,4.968131795346526
2013-08-05,Moderate,4.358426364715916
2013-08-06,Moderate,4.466061206843654
2013-08-07,Unhealthy for Sensitive Groups,4.679272349703842
2013-08-08,Moderate,4.469401925921306
2013-08-09,Unhealthy for Sensitive Groups,4.583000271593976
2013-08-10,Unhealthy for Sensitive Groups,4.538605468766677
2013-08-11,Moderate,4.447184950306175
2013-08-12,Moderate,4.423054271495013
2013-08-13,Unhealthy,4.998440553793469
2013-08-14,Moderate,4.494201650862413
2013-08-15,Moderate,4.080892410061395
2013-08-16,Moderate,4.125928945908314
2013-08-17,Moderate,4.0689142664240645
2013-08-18,Good,3.7496117929877197
2013-08-19,Moderate,3.8790515118612574
2013-08-20,Moderate,4.244382216854802
2013-08-21,Moderate,4.176575791133319
2013-08-22,Moderate,4.368446974781916
2013-08-23,Unhealthy for Sensitive Groups,4.565532282857328
2013-08-24,Moderate,4.389078819256372
2013-08-25,Moderate,4.507315014635474
2013-08-26,Moderate,4.395093405228333
2013-08-27,Moderate,4.012309798250801
2013-08-28,Moderate,4.022400962169939
2013-08-29,Moderate,4.217262304184035
2013-08-30,Moderate,4.193981745247993
2013-08-31,Moderate,4.2698964253772695
2013-09-01,Moderate,4.340739394864032
2013-09-02,Unhealthy for Sensitive Groups,4.589275580989362
2013-09-03,Unhealthy for Sensitive Groups,4.823457342933371
2013-09-04,Moderate,4.241213697846466
